"Month","Tmin","Tmax","CP","Month_names"
10,-20,-15,1.05692388505134e-13,"October"
10,-20,-14,6.20859723998831e-13,"October"
10,-20,-13,3.64470930290872e-12,"October"
10,-20,-12,2.12953224782006e-11,"October"
10,-20,-11,1.23502226926713e-10,"October"
10,-20,-10,7.09634214221242e-10,"October"
10,-20,-9,4.03435962932049e-09,"October"
10,-20,-8,2.26688559043956e-08,"October"
10,-20,-7,1.25785933438314e-07,"October"
10,-20,-6,6.88928544297672e-07,"October"
10,-20,-5,3.73661055924772e-06,"October"
10,-20,-4,1.99134534436186e-05,"October"
10,-20,-3,0.000104345439122107,"October"
10,-20,-2,0.000537597098416871,"October"
10,-20,-1,0.0027158115383035,"October"
10,-20,0,0.0132839520532163,"October"
10,-20,1,0.0595335714602354,"October"
10,-20,2,0.201191423984853,"October"
10,-20,3,0.386822707565259,"October"
10,-20,4,0.409499134690257,"October"
10,-20,5,0.445007309167482,"October"
10,-20,6,0.45668267496627,"October"
10,-20,7,0.48278207137692,"October"
10,-20,8,0.506527168161777,"October"
10,-20,9,0.479350717529262,"October"
10,-20,10,0.463350570547077,"October"
10,-20,11,0.489929662033802,"October"
10,-20,12,0.519100233319995,"October"
10,-20,13,0.537124636930137,"October"
10,-20,14,0.48694923901518,"October"
10,-20,15,0.479502254441733,"October"
10,-20,16,0.426507430424726,"October"
10,-20,17,0.402844455769528,"October"
10,-20,18,0.420064985651943,"October"
10,-20,19,0.432677356791528,"October"
10,-20,20,0.353390838839127,"October"
10,-20,21,0.292129991194375,"October"
10,-20,22,0,"October"
10,-20,23,0,"October"
10,-20,24,0,"October"
10,-20,25,0,"October"
10,-20,26,0,"October"
10,-20,27,0,"October"
10,-20,28,0,"October"
10,-20,29,0,"October"
10,-20,30,0,"October"
10,-19,-15,1.2199645959568e-13,"October"
10,-19,-14,6.98681871165802e-13,"October"
10,-19,-13,4.03598517946198e-12,"October"
10,-19,-12,2.33098483056692e-11,"October"
10,-19,-11,1.33981139453906e-10,"October"
10,-19,-10,7.64282932078576e-10,"October"
10,-19,-9,4.3187038306852e-09,"October"
10,-19,-8,2.41419982599666e-08,"October"
10,-19,-7,1.33403553857293e-07,"October"
10,-19,-6,7.30616112978087e-07,"October"
10,-19,-5,3.93683653965327e-06,"October"
10,-19,-4,2.08811145918332e-05,"October"
10,-19,-3,0.000109038266567346,"October"
10,-19,-2,0.000560118330745039,"October"
10,-19,-1,0.00282169741987671,"October"
10,-19,0,0.01376295051507,"October"
10,-19,1,0.0614695726619483,"October"
10,-19,2,0.206763993492265,"October"
10,-19,3,0.396178252420798,"October"
10,-19,4,0.418772971825156,"October"
10,-19,5,0.456128015516935,"October"
10,-19,6,0.444527457604239,"October"
10,-19,7,0.492780547215511,"October"
10,-19,8,0.514889215277865,"October"
10,-19,9,0.476031597698354,"October"
10,-19,10,0.479786674246639,"October"
10,-19,11,0.500988797750619,"October"
10,-19,12,0.534223264637595,"October"
10,-19,13,0.466522362570638,"October"
10,-19,14,0.4693334919074,"October"
10,-19,15,0.468683732900478,"October"
10,-19,16,0.435246612156465,"October"
10,-19,17,0.41831741583254,"October"
10,-19,18,0.446827863873913,"October"
10,-19,19,0.460049483394322,"October"
10,-19,20,0.389595098419608,"October"
10,-19,21,0.299076325151842,"October"
10,-19,22,0.0317913187288373,"October"
10,-19,23,0,"October"
10,-19,24,0,"October"
10,-19,25,0,"October"
10,-19,26,0,"October"
10,-19,27,0,"October"
10,-19,28,0,"October"
10,-19,29,0,"October"
10,-19,30,0,"October"
10,-18,-15,1.47045253036059e-13,"October"
10,-18,-14,8.04930092875265e-13,"October"
10,-18,-13,4.53455828959406e-12,"October"
10,-18,-12,2.57684944648766e-11,"October"
10,-18,-11,1.46396658249532e-10,"October"
10,-18,-10,8.27617098139395e-10,"October"
10,-18,-9,4.64320843821904e-09,"October"
10,-18,-8,2.58095271905276e-08,"October"
10,-18,-7,1.42388419425031e-07,"October"
10,-18,-6,7.7419608172714e-07,"October"
10,-18,-5,4.14923928122815e-06,"October"
10,-18,-4,2.19172961899819e-05,"October"
10,-18,-3,0.000114053284135073,"October"
10,-18,-2,0.000584022370356215,"October"
10,-18,-1,0.00293333258840617,"October"
10,-18,0,0.0142646510446494,"October"
10,-18,1,0.0634828441551323,"October"
10,-18,2,0.212521272456936,"October"
10,-18,3,0.405916045698301,"October"
10,-18,4,0.421794158274578,"October"
10,-18,5,0.467592496154963,"October"
10,-18,6,0.459413508244707,"October"
10,-18,7,0.474083762782941,"October"
10,-18,8,0.524440379866976,"October"
10,-18,9,0.51000329588245,"October"
10,-18,10,0.502534981539934,"October"
10,-18,11,0.508720776420779,"October"
10,-18,12,0.547994980424925,"October"
10,-18,13,0.514429124649079,"October"
10,-18,14,0.500229782859456,"October"
10,-18,15,0.4792043242728,"October"
10,-18,16,0.432601544034988,"October"
10,-18,17,0.45619088752966,"October"
10,-18,18,0.464685210078127,"October"
10,-18,19,0.481017326708351,"October"
10,-18,20,0.451147895886703,"October"
10,-18,21,0.279051782499361,"October"
10,-18,22,0.128550390877817,"October"
10,-18,23,0,"October"
10,-18,24,0,"October"
10,-18,25,0,"October"
10,-18,26,0,"October"
10,-18,27,0,"October"
10,-18,28,0,"October"
10,-18,29,0,"October"
10,-18,30,0,"October"
10,-17,-15,1.94667920982566e-13,"October"
10,-17,-14,9.68811723038593e-13,"October"
10,-17,-13,5.21543139592922e-12,"October"
10,-17,-12,2.88986816144028e-11,"October"
10,-17,-11,1.6152577326491e-10,"October"
10,-17,-10,9.02716496674816e-10,"October"
10,-17,-9,5.02125685442779e-09,"October"
10,-17,-8,2.77963312274261e-08,"October"
10,-17,-7,1.52045318757527e-07,"October"
10,-17,-6,8.21393435873449e-07,"October"
10,-17,-5,4.37980161552888e-06,"October"
10,-17,-4,2.30374994799637e-05,"October"
10,-17,-3,0.000119429841830855,"October"
10,-17,-2,0.00060944269388923,"October"
10,-17,-1,0.0030511585870735,"October"
10,-17,0,0.0147903279622321,"October"
10,-17,1,0.0655759042486925,"October"
10,-17,2,0.218466065767796,"October"
10,-17,3,0.415976945238467,"October"
10,-17,4,0.433117331121934,"October"
10,-17,5,0.479397495689217,"October"
10,-17,6,0.479773188775247,"October"
10,-17,7,0.501991654020384,"October"
10,-17,8,0.525127429096782,"October"
10,-17,9,0.497349200635487,"October"
10,-17,10,0.519902514091201,"October"
10,-17,11,0.536874480903112,"October"
10,-17,12,0.560957087867179,"October"
10,-17,13,0.507074471183679,"October"
10,-17,14,0.466132069581764,"October"
10,-17,15,0.475147782081432,"October"
10,-17,16,0.456340528062939,"October"
10,-17,17,0.460176620580471,"October"
10,-17,18,0.491474595252086,"October"
10,-17,19,0.496717595173897,"October"
10,-17,20,0.463887313600349,"October"
10,-17,21,0.285280669961088,"October"
10,-17,22,0.194294188714105,"October"
10,-17,23,0,"October"
10,-17,24,0,"October"
10,-17,25,0,"October"
10,-17,26,0,"October"
10,-17,27,0,"October"
10,-17,28,0,"October"
10,-17,29,0,"October"
10,-17,30,0,"October"
10,-16,-15,3.16982596237497e-13,"October"
10,-16,-14,1.28103450995962e-12,"October"
10,-16,-13,6.2674310648394e-12,"October"
10,-16,-12,3.31759448128636e-11,"October"
10,-16,-11,1.80845907428762e-10,"October"
10,-16,-10,9.94666782164066e-10,"October"
10,-16,-9,5.48295084470114e-09,"October"
10,-16,-8,3.00133018528177e-08,"October"
10,-16,-7,1.62803971817137e-07,"October"
10,-16,-6,8.73661540180699e-07,"October"
10,-16,-5,4.6331546083714e-06,"October"
10,-16,-4,2.42553028165576e-05,"October"
10,-16,-3,0.000125215528953151,"October"
10,-16,-2,0.000636545624975641,"October"
10,-16,-1,0.00317572101482462,"October"
10,-16,0,0.0153415513708465,"October"
10,-16,1,0.067751922667531,"October"
10,-16,2,0.224602120473385,"October"
10,-16,3,0.426625791326244,"October"
10,-16,4,0.44511124313927,"October"
10,-16,5,0.491525982711874,"October"
10,-16,6,0.499487166379148,"October"
10,-16,7,0.517262776815612,"October"
10,-16,8,0.505401914666341,"October"
10,-16,9,0.534415727828357,"October"
10,-16,10,0.551880292714207,"October"
10,-16,11,0.554491966672898,"October"
10,-16,12,0.546236348197246,"October"
10,-16,13,0.531724180743498,"October"
10,-16,14,0.468191675905362,"October"
10,-16,15,0.473212982851819,"October"
10,-16,16,0.477049820640984,"October"
10,-16,17,0.496438835764756,"October"
10,-16,18,0.511647378104023,"October"
10,-16,19,0.480838302547626,"October"
10,-16,20,0.400131877388162,"October"
10,-16,21,0.292616657901015,"October"
10,-16,22,0.259005811023779,"October"
10,-16,23,0,"October"
10,-16,24,0,"October"
10,-16,25,0,"October"
10,-16,26,0,"October"
10,-16,27,0,"October"
10,-16,28,0,"October"
10,-16,29,0,"October"
10,-16,30,0,"October"
10,-15,-15,7.41067287747357e-13,"October"
10,-15,-14,2.08159250599193e-12,"October"
10,-15,-13,8.27602438558189e-12,"October"
10,-15,-12,3.98206503996248e-11,"October"
10,-15,-11,2.07348624073752e-10,"October"
10,-15,-10,1.11406335085128e-09,"October"
10,-15,-9,6.02962730887151e-09,"October"
10,-15,-8,3.2598393917826e-08,"October"
10,-15,-7,1.75092636528973e-07,"October"
10,-15,-6,9.3248075965364e-07,"October"
10,-15,-5,4.91416698571875e-06,"October"
10,-15,-4,2.55879871053292e-05,"October"
10,-15,-3,0.000131472146968164,"October"
10,-15,-2,0.000665544968061167,"October"
10,-15,-1,0.00330771751297612,"October"
10,-15,0,0.0159203409602353,"October"
10,-15,1,0.0700151519077818,"October"
10,-15,2,0.230934883286001,"October"
10,-15,3,0.437082002886995,"October"
10,-15,4,0.457035918757393,"October"
10,-15,5,0.485633210063056,"October"
10,-15,6,0.517541445273289,"October"
10,-15,7,0.532914194931904,"October"
10,-15,8,0.531840912858886,"October"
10,-15,9,0.528530579015719,"October"
10,-15,10,0.546145276281584,"October"
10,-15,11,0.567789431095834,"October"
10,-15,12,0.541805583758836,"October"
10,-15,13,0.537098731004931,"October"
10,-15,14,0.521348907738882,"October"
10,-15,15,0.489903135040183,"October"
10,-15,16,0.523074262690038,"October"
10,-15,17,0.52230449321826,"October"
10,-15,18,0.526736596166942,"October"
10,-15,19,0.473961406472895,"October"
10,-15,20,0.420044534289638,"October"
10,-15,21,0.339120278882983,"October"
10,-15,22,0.292579574288237,"October"
10,-15,23,0,"October"
10,-15,24,0,"October"
10,-15,25,0,"October"
10,-15,26,0,"October"
10,-15,27,0,"October"
10,-15,28,0,"October"
10,-15,29,0,"October"
10,-15,30,0,"October"
10,-14,-14,4.8318827791989e-12,"October"
10,-14,-13,1.34190038060143e-11,"October"
10,-14,-12,5.25626241010094e-11,"October"
10,-14,-11,2.48770862178111e-10,"October"
10,-14,-10,1.27535930860118e-09,"October"
10,-14,-9,6.72033998489786e-09,"October"
10,-14,-8,3.5700638937597e-08,"October"
10,-14,-7,1.89472045183395e-07,"October"
10,-14,-6,9.99777824617532e-07,"October"
10,-14,-5,5.22947151342834e-06,"October"
10,-14,-4,2.70591286140859e-05,"October"
10,-14,-3,0.000138282593340583,"October"
10,-14,-2,0.000696724177024255,"October"
10,-14,-1,0.00344807018419797,"October"
10,-14,0,0.0165293967648404,"October"
10,-14,1,0.0723715706671135,"October"
10,-14,2,0.237472601456014,"October"
10,-14,3,0.447689651214619,"October"
10,-14,4,0.470644972540066,"October"
10,-14,5,0.496847600888463,"October"
10,-14,6,0.535230522176628,"October"
10,-14,7,0.528153182375897,"October"
10,-14,8,0.541194788256016,"October"
10,-14,9,0.553187510585762,"October"
10,-14,10,0.577579676155108,"October"
10,-14,11,0.582829470677951,"October"
10,-14,12,0.54427747895707,"October"
10,-14,13,0.556343120924013,"October"
10,-14,14,0.518682357975347,"October"
10,-14,15,0.528788432667772,"October"
10,-14,16,0.527488970835824,"October"
10,-14,17,0.541568927094161,"October"
10,-14,18,0.510701172064941,"October"
10,-14,19,0.445448705838514,"October"
10,-14,20,0.3751898838469,"October"
10,-14,21,0.395261838803262,"October"
10,-14,22,0.298075831545802,"October"
10,-14,23,0,"October"
10,-14,24,0,"October"
10,-14,25,0,"October"
10,-14,26,0,"October"
10,-14,27,0,"October"
10,-14,28,0,"October"
10,-14,29,0,"October"
10,-14,30,0,"October"
10,-13,-13,3.09009235629033e-11,"October"
10,-13,-12,8.48784109198583e-11,"October"
10,-13,-11,3.27395046473641e-10,"October"
10,-13,-10,1.52248636971844e-09,"October"
10,-13,-9,7.65697406822034e-09,"October"
10,-13,-8,3.96312183123057e-08,"October"
10,-13,-7,2.06844211776362e-07,"October"
10,-13,-6,1.07842252903537e-06,"October"
10,-13,-5,5.58879817659772e-06,"October"
10,-13,-4,2.87022181182217e-05,"October"
10,-13,-3,0.000145761865602184,"October"
10,-13,-2,0.000730471040113659,"October"
10,-13,-1,0.00359803638270044,"October"
10,-13,0,0.0171724465553941,"October"
10,-13,1,0.0748298370164093,"October"
10,-13,2,0.244227906265896,"October"
10,-13,3,0.458515911585241,"October"
10,-13,4,0.484759948368956,"October"
10,-13,5,0.503891619344546,"October"
10,-13,6,0.550581066244706,"October"
10,-13,7,0.539405387362167,"October"
10,-13,8,0.529991909534867,"October"
10,-13,9,0.572559081783293,"October"
10,-13,10,0.578771276384958,"October"
10,-13,11,0.563033225067056,"October"
10,-13,12,0.567815310756338,"October"
10,-13,13,0.5495433400057,"October"
10,-13,14,0.526997191905506,"October"
10,-13,15,0.546619608983556,"October"
10,-13,16,0.552183644089347,"October"
10,-13,17,0.556069973955999,"October"
10,-13,18,0.486101675824821,"October"
10,-13,19,0.445351068402825,"October"
10,-13,20,0.377644086330356,"October"
10,-13,21,0.323447502485892,"October"
10,-13,22,0.253770348248326,"October"
10,-13,23,0,"October"
10,-13,24,0,"October"
10,-13,25,0,"October"
10,-13,26,0,"October"
10,-13,27,0,"October"
10,-13,28,0,"October"
10,-13,29,0,"October"
10,-13,30,0,"October"
10,-12,-12,1.93676667672958e-10,"October"
10,-12,-11,5.26312395143344e-10,"October"
10,-12,-10,1.99538153119302e-09,"October"
10,-12,-9,9.11145500780613e-09,"October"
10,-12,-8,4.50034933009451e-08,"October"
10,-12,-7,2.28836161026711e-07,"October"
10,-12,-6,1.17321905258033e-06,"October"
10,-12,-5,6.00733689087075e-06,"October"
10,-12,-4,3.05670868444302e-05,"October"
10,-12,-3,0.000154075671447595,"October"
10,-12,-2,0.000767333766580337,"October"
10,-12,-1,0.00375938188104204,"October"
10,-12,0,0.0178547745908127,"October"
10,-12,1,0.0774027049484475,"October"
10,-12,2,0.251220429875444,"October"
10,-12,3,0.469297096633199,"October"
10,-12,4,0.500009218902935,"October"
10,-12,5,0.508112716952942,"October"
10,-12,6,0.564875305821816,"October"
10,-12,7,0.549048719363236,"October"
10,-12,8,0.576847064479533,"October"
10,-12,9,0.58465240861353,"October"
10,-12,10,0.572877909932543,"October"
10,-12,11,0.586490096147015,"October"
10,-12,12,0.558751956029213,"October"
10,-12,13,0.537958483925376,"October"
10,-12,14,0.556692691811537,"October"
10,-12,15,0.557553978410675,"October"
10,-12,16,0.570503066948831,"October"
10,-12,17,0.531542578929967,"October"
10,-12,18,0.480733930539019,"October"
10,-12,19,0.430030997779108,"October"
10,-12,20,0.400318984712991,"October"
10,-12,21,0.342351636161267,"October"
10,-12,22,0.244625202633835,"October"
10,-12,23,0,"October"
10,-12,24,0,"October"
10,-12,25,0,"October"
10,-12,26,0,"October"
10,-12,27,0,"October"
10,-12,28,0,"October"
10,-12,29,0,"October"
10,-12,30,0,"October"
10,-11,-11,1.18963471935187e-09,"October"
10,-11,-10,3.19278235066626e-09,"October"
10,-11,-9,1.19010849290789e-08,"October"
10,-11,-8,5.33730886840516e-08,"October"
10,-11,-7,2.58924862644364e-07,"October"
10,-11,-6,1.29312928777767e-06,"October"
10,-11,-5,6.51076046395531e-06,"October"
10,-11,-4,3.27323846521028e-05,"October"
10,-11,-3,0.000163473873329935,"October"
10,-11,-2,0.000808115883839841,"October"
10,-11,-1,0.00393466253299198,"October"
10,-11,0,0.0185840462427715,"October"
10,-11,1,0.0801094514602051,"October"
10,-11,2,0.258494930005231,"October"
10,-11,3,0.4805097092563,"October"
10,-11,4,0.515157678129383,"October"
10,-11,5,0.536686899736588,"October"
10,-11,6,0.591199495205652,"October"
10,-11,7,0.559645086543753,"October"
10,-11,8,0.576023108296743,"October"
10,-11,9,0.59057822354351,"October"
10,-11,10,0.584152314339206,"October"
10,-11,11,0.570939903519541,"October"
10,-11,12,0.5666188208023,"October"
10,-11,13,0.569957825653151,"October"
10,-11,14,0.57222522070666,"October"
10,-11,15,0.580944405506914,"October"
10,-11,16,0.566985416658021,"October"
10,-11,17,0.525877551515899,"October"
10,-11,18,0.490644621561422,"October"
10,-11,19,0.427513039884949,"October"
10,-11,20,0.399941225413154,"October"
10,-11,21,0.33725053745521,"October"
10,-11,22,0.287428028655332,"October"
10,-11,23,0,"October"
10,-11,24,0,"October"
10,-11,25,0,"October"
10,-11,26,0,"October"
10,-11,27,0,"October"
10,-11,28,0,"October"
10,-11,29,0,"October"
10,-11,30,0,"October"
10,-10,-10,7.1529479990829e-09,"October"
10,-10,-9,1.89561753780933e-08,"October"
10,-10,-8,6.94704780736427e-08,"October"
10,-10,-7,3.05948547689432e-07,"October"
10,-10,-6,1.45743309457894e-06,"October"
10,-10,-5,7.14736858144406e-06,"October"
10,-10,-4,3.53323845058876e-05,"October"
10,-10,-3,0.000174355847690628,"October"
10,-10,-2,0.000854049178199831,"October"
10,-10,-1,0.00412775695117221,"October"
10,-10,0,0.0193718180533933,"October"
10,-10,1,0.0829868155714485,"October"
10,-10,2,0.266212900556237,"October"
10,-10,3,0.491139483420799,"October"
10,-10,4,0.530355494283976,"October"
10,-10,5,0.525394151945202,"October"
10,-10,6,0.592919765099414,"October"
10,-10,7,0.56497949416588,"October"
10,-10,8,0.604310728818574,"October"
10,-10,9,0.624656360374411,"October"
10,-10,10,0.604184030491585,"October"
10,-10,11,0.585875956762637,"October"
10,-10,12,0.586161492347459,"October"
10,-10,13,0.598897667247107,"October"
10,-10,14,0.563008310176188,"October"
10,-10,15,0.583034938179881,"October"
10,-10,16,0.531390492649601,"October"
10,-10,17,0.511248906315381,"October"
10,-10,18,0.489075275657781,"October"
10,-10,19,0.4307547994802,"October"
10,-10,20,0.406832686389883,"October"
10,-10,21,0.377402525097278,"October"
10,-10,22,0.385131374769212,"October"
10,-10,23,0.0322700620822724,"October"
10,-10,24,0,"October"
10,-10,25,0,"October"
10,-10,26,0,"October"
10,-10,27,0,"October"
10,-10,28,0,"October"
10,-10,29,0,"October"
10,-10,30,0,"October"
10,-9,-9,4.20859278810597e-08,"October"
10,-9,-8,1.10115612229241e-07,"October"
10,-9,-7,3.96691592268814e-07,"October"
10,-9,-6,1.71520821855939e-06,"October"
10,-9,-5,8.02168258895971e-06,"October"
10,-9,-4,3.86222784839576e-05,"October"
10,-9,-3,0.000187411658687132,"October"
10,-9,-2,0.000907156741543241,"October"
10,-9,-1,0.00434538487640836,"October"
10,-9,0,0.0202385302553299,"October"
10,-9,1,0.0861210691884438,"October"
10,-9,2,0.27465563215548,"October"
10,-9,3,0.503123162515159,"October"
10,-9,4,0.545172740258279,"October"
10,-9,5,0.547453862558423,"October"
10,-9,6,0.616790694399645,"October"
10,-9,7,0.592625185012965,"October"
10,-9,8,0.625639514609714,"October"
10,-9,9,0.625313391313663,"October"
10,-9,10,0.610011808109606,"October"
10,-9,11,0.59959089644206,"October"
10,-9,12,0.617487909045859,"October"
10,-9,13,0.620591523861395,"October"
10,-9,14,0.597485701013046,"October"
10,-9,15,0.56074768762518,"October"
10,-9,16,0.557022661841402,"October"
10,-9,17,0.522738724046783,"October"
10,-9,18,0.46662950542654,"October"
10,-9,19,0.439484669425059,"October"
10,-9,20,0.422116779116809,"October"
10,-9,21,0.417049003478896,"October"
10,-9,22,0.429645454992459,"October"
10,-9,23,0.0646849615737033,"October"
10,-9,24,0,"October"
10,-9,25,0,"October"
10,-9,26,0,"October"
10,-9,27,0,"October"
10,-9,28,0,"October"
10,-9,29,0,"October"
10,-9,30,0,"October"
10,-8,-8,2.42105941186902e-07,"October"
10,-8,-7,6.25510253643902e-07,"October"
10,-8,-6,2.21482152862998e-06,"October"
10,-8,-5,9.4007657700382e-06,"October"
10,-8,-4,4.3157933556484e-05,"October"
10,-8,-3,0.000203977120582283,"October"
10,-8,-2,0.000971153718180152,"October"
10,-8,-1,0.00459582805481878,"October"
10,-8,0,0.0212223964507645,"October"
10,-8,1,0.0896358103200836,"October"
10,-8,2,0.283312535807089,"October"
10,-8,3,0.515491418187505,"October"
10,-8,4,0.559882225155658,"October"
10,-8,5,0.561233538605706,"October"
10,-8,6,0.616577928104408,"October"
10,-8,7,0.5884630335689,"October"
10,-8,8,0.631073442551373,"October"
10,-8,9,0.608628108802029,"October"
10,-8,10,0.603675496174795,"October"
10,-8,11,0.619345026640928,"October"
10,-8,12,0.640383786836727,"October"
10,-8,13,0.62621846533062,"October"
10,-8,14,0.610719174477808,"October"
10,-8,15,0.583096987328388,"October"
10,-8,16,0.554847639512391,"October"
10,-8,17,0.532291566369231,"October"
10,-8,18,0.479142324354819,"October"
10,-8,19,0.469686843981283,"October"
10,-8,20,0.480417539733557,"October"
10,-8,21,0.460970727768666,"October"
10,-8,22,0.404858350882582,"October"
10,-8,23,0.0971036707986282,"October"
10,-8,24,0,"October"
10,-8,25,0,"October"
10,-8,26,0,"October"
10,-8,27,0,"October"
10,-8,28,0,"October"
10,-8,29,0,"October"
10,-8,30,0,"October"
10,-7,-7,1.36175516794908e-06,"October"
10,-7,-6,3.47262778357048e-06,"October"
10,-7,-5,1.20862717671193e-05,"October"
10,-7,-4,5.03632459089106e-05,"October"
10,-7,-3,0.000227005253855355,"October"
10,-7,-2,0.00105314836818513,"October"
10,-7,-1,0.00490100400981075,"October"
10,-7,0,0.0223776821066381,"October"
10,-7,1,0.0935889263209307,"October"
10,-7,2,0.292920697607897,"October"
10,-7,3,0.526970179248148,"October"
10,-7,4,0.570668973611534,"October"
10,-7,5,0.586773641611306,"October"
10,-7,6,0.605110343955143,"October"
10,-7,7,0.618303773127017,"October"
10,-7,8,0.664525158604552,"October"
10,-7,9,0.605009802011366,"October"
10,-7,10,0.644273615425422,"October"
10,-7,11,0.656371062934234,"October"
10,-7,12,0.66305279179508,"October"
10,-7,13,0.635130384598174,"October"
10,-7,14,0.583467504240856,"October"
10,-7,15,0.600664823409211,"October"
10,-7,16,0.558647139060311,"October"
10,-7,17,0.532611579340232,"October"
10,-7,18,0.514903423339713,"October"
10,-7,19,0.506426191939719,"October"
10,-7,20,0.491033161377225,"October"
10,-7,21,0.437222958309911,"October"
10,-7,22,0.477980736696486,"October"
10,-7,23,0.129480581443198,"October"
10,-7,24,0,"October"
10,-7,25,0,"October"
10,-7,26,0,"October"
10,-7,27,0,"October"
10,-7,28,0,"October"
10,-7,29,0,"October"
10,-7,30,0,"October"
10,-6,-6,7.48245387201568e-06,"October"
10,-6,-5,1.88415807780266e-05,"October"
10,-6,-4,6.44824668879791e-05,"October"
10,-6,-3,0.000263902519527874,"October"
10,-6,-2,0.00116784920832037,"October"
10,-6,-1,0.00529386351787641,"October"
10,-6,0,0.0237712530837327,"October"
10,-6,1,0.0980508402638539,"October"
10,-6,2,0.303411324939323,"October"
10,-6,3,0.5381628197201,"October"
10,-6,4,0.578208114429156,"October"
10,-6,5,0.604475450739375,"October"
10,-6,6,0.616576330354243,"October"
10,-6,7,0.643247243693289,"October"
10,-6,8,0.638931373866505,"October"
10,-6,9,0.640418031754438,"October"
10,-6,10,0.653717536419254,"October"
10,-6,11,0.67561470879355,"October"
10,-6,12,0.654886322081753,"October"
10,-6,13,0.616104197374918,"October"
10,-6,14,0.588377999513512,"October"
10,-6,15,0.582845200656393,"October"
10,-6,16,0.583418049817025,"October"
10,-6,17,0.565405752738506,"October"
10,-6,18,0.537440860100719,"October"
10,-6,19,0.520744485309553,"October"
10,-6,20,0.470877032197228,"October"
10,-6,21,0.422615338485047,"October"
10,-6,22,0.487599671816743,"October"
10,-6,23,0.160259670618165,"October"
10,-6,24,0,"October"
10,-6,25,0,"October"
10,-6,26,0,"October"
10,-6,27,0,"October"
10,-6,28,0,"October"
10,-6,29,0,"October"
10,-6,30,0,"October"
10,-5,-5,4.01687485410733e-05,"October"
10,-5,-4,9.99233889294899e-05,"October"
10,-5,-3,0.000336422757797268,"October"
10,-5,-2,0.00135193691454612,"October"
10,-5,-1,0.00584377851126833,"October"
10,-5,0,0.0255362887420456,"October"
10,-5,1,0.10329556620858,"October"
10,-5,2,0.314907467532225,"October"
10,-5,3,0.547704803128835,"October"
10,-5,4,0.580022903483256,"October"
10,-5,5,0.632866238980924,"October"
10,-5,6,0.599840037866919,"October"
10,-5,7,0.655224773363466,"October"
10,-5,8,0.656381847148733,"October"
10,-5,9,0.643466890652907,"October"
10,-5,10,0.685587746194819,"October"
10,-5,11,0.663075843817663,"October"
10,-5,12,0.638874897384869,"October"
10,-5,13,0.613740164256286,"October"
10,-5,14,0.602438734679386,"October"
10,-5,15,0.585782753572001,"October"
10,-5,16,0.598297911301171,"October"
10,-5,17,0.583158266322381,"October"
10,-5,18,0.546219161005472,"October"
10,-5,19,0.478890754394874,"October"
10,-5,20,0.439185766886122,"October"
10,-5,21,0.378604364241421,"October"
10,-5,22,0.415312335755479,"October"
10,-5,23,0.161476627333261,"October"
10,-5,24,0,"October"
10,-5,25,0,"October"
10,-5,26,0,"October"
10,-5,27,0,"October"
10,-5,28,0,"October"
10,-5,29,0,"October"
10,-5,30,0,"October"
10,-4,-4,0.000210688648809307,"October"
10,-4,-3,0.000517891713767556,"October"
10,-4,-2,0.00171444039498294,"October"
10,-4,-1,0.00672993184012149,"October"
10,-4,0,0.0279982734665066,"October"
10,-4,1,0.109867862810495,"October"
10,-4,2,0.328126048274004,"October"
10,-4,3,0.554654483574398,"October"
10,-4,4,0.603152449412832,"October"
10,-4,5,0.650747611847862,"October"
10,-4,6,0.627408422150695,"October"
10,-4,7,0.672261805598199,"October"
10,-4,8,0.656400189534873,"October"
10,-4,9,0.676316113287352,"October"
10,-4,10,0.69645388077302,"October"
10,-4,11,0.67271498390933,"October"
10,-4,12,0.637109630647805,"October"
10,-4,13,0.619100644467381,"October"
10,-4,14,0.639308158834813,"October"
10,-4,15,0.631155500780054,"October"
10,-4,16,0.61828674105145,"October"
10,-4,17,0.584077971933753,"October"
10,-4,18,0.514202813905877,"October"
10,-4,19,0.46860099667202,"October"
10,-4,20,0.427879540584517,"October"
10,-4,21,0.397123022266083,"October"
10,-4,22,0.311302778877123,"October"
10,-4,23,0.194673877658591,"October"
10,-4,24,0,"October"
10,-4,25,0,"October"
10,-4,26,0,"October"
10,-4,27,0,"October"
10,-4,28,0,"October"
10,-4,29,0,"October"
10,-4,30,0,"October"
10,-3,-3,0.00107945512526319,"October"
10,-3,-2,0.00261967390866291,"October"
10,-3,-1,0.00848222898588771,"October"
10,-3,0,0.0319872387352553,"October"
10,-3,1,0.119113464009851,"October"
10,-3,2,0.344269087429952,"October"
10,-3,3,0.559923827751723,"October"
10,-3,4,0.60493246903087,"October"
10,-3,5,0.640145873818223,"October"
10,-3,6,0.657592563665721,"October"
10,-3,7,0.670738889053244,"October"
10,-3,8,0.655302463644978,"October"
10,-3,9,0.704896043235502,"October"
10,-3,10,0.663947511789634,"October"
10,-3,11,0.667933478959182,"October"
10,-3,12,0.665996722519538,"October"
10,-3,13,0.670774684465422,"October"
10,-3,14,0.674756167971825,"October"
10,-3,15,0.618887706810729,"October"
10,-3,16,0.56347903920927,"October"
10,-3,17,0.549246308113498,"October"
10,-3,18,0.519614045212219,"October"
10,-3,19,0.471013437627126,"October"
10,-3,20,0.439055320837567,"October"
