"DATE","Year","Month","Day","nodata","Tmin","Tmax"
2001-01-01 12:00:00,2001,1,1,1,-0.211457469065879,7.97213303733151
2001-01-02 12:00:00,2001,1,2,NA,0.566691162350434,9.00652001376216
2001-01-03 12:00:00,2001,1,3,NA,-1.08928734430224,6.26597784048054
2001-01-04 12:00:00,2001,1,4,NA,1.85554362237023,9.5174341277505
2001-01-05 12:00:00,2001,1,5,NA,5.23511480652676,11.4015713356103
2001-01-06 12:00:00,2001,1,6,NA,3.87727494829887,10.235178152943
2001-01-07 12:00:00,2001,1,7,NA,6.42051015225022,10.6804621853484
2001-01-08 12:00:00,2001,1,8,NA,4.81032197500619,11.1682251796504
2001-01-09 12:00:00,2001,1,9,NA,3.14743102291174,8.38474226204941
2001-01-10 12:00:00,2001,1,10,NA,6.29938028643659,9.45338055228381
2001-01-11 12:00:00,2001,1,11,NA,5.73828197247954,8.89228223832677
2001-01-12 12:00:00,2001,1,12,NA,6.70784352518982,13.5258335853383
2001-01-13 12:00:00,2001,1,13,NA,7.87608550642452,16.4525513025823
2001-01-14 12:00:00,2001,1,14,NA,4.70231465898708,6.54080942988509
2001-01-15 12:00:00,2001,1,15,NA,6.26638856424302,6.43192564949214
2001-01-16 12:00:00,2001,1,16,NA,3.949839424443,6.07267940076565
2001-01-17 12:00:00,2001,1,17,NA,3.08089359039457,6.27395320071591
2001-01-18 12:00:00,2001,1,18,NA,-1.92257046729293,-0.804394076336857
2001-01-19 12:00:00,2001,1,19,NA,-2.05279543070714,2.24666609934006
2001-01-20 12:00:00,2001,1,20,NA,-8.55838139869234,-2.39569406771868
2001-01-21 12:00:00,2001,1,21,NA,-13.8135440716818,-4.35927733224992
2001-01-22 12:00:00,2001,1,22,NA,-12.0831152878496,-1.69217553695951
2001-01-23 12:00:00,2001,1,23,NA,-7.23754224416523,0.389195829551529
2001-01-24 12:00:00,2001,1,24,NA,-5.19303573859417,0.973420790489414
2001-01-25 12:00:00,2001,1,25,NA,-7.42099356042678,-0.603003500278288
2001-01-26 12:00:00,2001,1,26,NA,-3.64882063331261,4.17284268300709
2001-01-27 12:00:00,2001,1,27,NA,-4.30352175098999,4.32677476396321
2001-01-28 12:00:00,2001,1,28,NA,-0.624393047299791,5.2973446331233
2001-01-29 12:00:00,2001,1,29,NA,2.72735933378302,5.88135959963025
2001-01-30 12:00:00,2001,1,30,NA,1.60814812844618,9.20167664551048
2001-01-31 12:00:00,2001,1,31,NA,0.91821808055075,11.7247394483511
2001-02-01 12:00:00,2001,2,1,NA,4.6406424742797,14.1851412760366
2001-02-02 12:00:00,2001,2,2,NA,8.29427690069361,17.5508139742632
2001-02-03 12:00:00,2001,2,3,NA,6.14843022005451,14.8263428613323
2001-02-04 12:00:00,2001,2,4,NA,8.14556919729576,10.1539259049268
2001-02-05 12:00:00,2001,2,5,NA,5.26365243504377,7.25927461620731
2001-02-06 12:00:00,2001,2,6,NA,4.48226102466175,7.94478004167237
2001-02-07 12:00:00,2001,2,7,NA,0.255466417159615,5.34026294530106
2001-02-08 12:00:00,2001,2,8,NA,-0.370643819778488,5.8120488869576
2001-02-09 12:00:00,2001,2,9,NA,4.12389163697177,12.3249611607281
2001-02-10 12:00:00,2001,2,10,NA,3.46216970994876,11.5973471374171
2001-02-11 12:00:00,2001,2,11,NA,0.290570760666497,3.290356794666
2001-02-12 12:00:00,2001,2,12,NA,-4.09595244963078,-0.0332016304637635
2001-02-13 12:00:00,2001,2,13,NA,-2.94359385142925,-0.871581300714894
2001-02-14 12:00:00,2001,2,14,NA,-1.58434517716942,0.422201773508265
2001-02-15 12:00:00,2001,2,15,NA,-3.28834256047517,-1.29272037931163
2001-02-16 12:00:00,2001,2,16,NA,-0.317488549439584,1.92584925479618
2001-02-17 12:00:00,2001,2,17,NA,-5.74411132362463,-2.90127499391906
2001-02-18 12:00:00,2001,2,18,NA,-5.25135759355329,4.74300862989227
2001-02-19 12:00:00,2001,2,19,NA,-7.94484488683095,0.138825398747179
2001-02-20 12:00:00,2001,2,20,NA,-1.70405581037272,1.37460587851107
2001-02-21 12:00:00,2001,2,21,NA,-3.02602657146763,3.96429188288561
2001-02-22 12:00:00,2001,2,22,NA,-3.57000654015726,4.60411586383129
2001-02-23 12:00:00,2001,2,23,NA,-0.638325357971308,5.48988729189257
2001-02-24 12:00:00,2001,2,24,NA,1.46423686259704,5.5253864192973
2001-02-25 12:00:00,2001,2,25,NA,1.61703906235987,6.75242869641332
2001-02-26 12:00:00,2001,2,26,NA,2.97631960226955,7.98377402552706
2001-02-27 12:00:00,2001,2,27,NA,1.29019836270665,8.31920277639736
2001-02-28 12:00:00,2001,2,28,NA,-6.37490366309011,-1.87708768012016
2001-03-01 12:00:00,2001,3,1,NA,-5.25000268116064,-1.1724257565614
2001-03-02 12:00:00,2001,3,2,NA,-9.25116108851595,-2.33965996694128
2001-03-03 12:00:00,2001,3,3,NA,-3.82177269517688,3.5741899207651
2001-03-04 12:00:00,2001,3,4,NA,-2.7070534910388,4.19193766153871
2001-03-05 12:00:00,2001,3,5,NA,-7.44900146980647,1.49453214901665
2001-03-06 12:00:00,2001,3,6,NA,-0.326675523780616,4.72837718072369
2001-03-07 12:00:00,2001,3,7,NA,1.33477111386948,5.23633028633969
2001-03-08 12:00:00,2001,3,8,NA,0.649927859364891,7.22801429902839
2001-03-09 12:00:00,2001,3,9,NA,-0.0999471982153319,7.67219180904026
2001-03-10 12:00:00,2001,3,10,NA,0.829251602484861,7.73027688960905
2001-03-11 12:00:00,2001,3,11,NA,2.93879182665857,12.3215579377504
2001-03-12 12:00:00,2001,3,12,NA,2.24332942214833,13.9656492191754
2001-03-13 12:00:00,2001,3,13,NA,-0.823675775641662,10.9693590401962
2001-03-14 12:00:00,2001,3,14,NA,1.23397510517089,8.15863637027723
2001-03-15 12:00:00,2001,3,15,NA,-0.308788791116783,8.63675007996636
2001-03-16 12:00:00,2001,3,16,NA,2.31480242446093,8.311988344421
2001-03-17 12:00:00,2001,3,17,NA,-0.704500179490212,7.18499785993655
2001-03-18 12:00:00,2001,3,18,NA,-2.74779846154946,8.9745213354776
2001-03-19 12:00:00,2001,3,19,NA,-0.515596808970639,15.8696463080159
2001-03-20 12:00:00,2001,3,20,NA,1.33411267005941,10.3218458863017
2001-03-21 12:00:00,2001,3,21,NA,0.204815769046683,10.1236990952608
2001-03-22 12:00:00,2001,3,22,NA,-0.697670704753397,8.84777684395659
2001-03-23 12:00:00,2001,3,23,NA,-4.52473190956875,5.84309009354403
2001-03-24 12:00:00,2001,3,24,NA,-0.0632680845738096,5.8562172625703
2001-03-25 12:00:00,2001,3,25,NA,-2.61316931053897,8.28951790381022
2001-03-26 12:00:00,2001,3,26,NA,-5.21443392932706,10.0599804541394
2001-03-27 12:00:00,2001,3,27,NA,-2.50000962023546,11.2777498244395
2001-03-28 12:00:00,2001,3,28,NA,1.54635157416147,12.5782368955214
2001-03-29 12:00:00,2001,3,29,NA,0.466137416633236,16.470732475887
2001-03-30 12:00:00,2001,3,30,NA,1.86689128291652,13.7342874322753
2001-03-31 12:00:00,2001,3,31,NA,4.43237804340273,17.5301224878381
2001-04-01 12:00:00,2001,4,1,NA,7.80756518713297,18.6951298358775
2001-04-02 12:00:00,2001,4,2,NA,5.19276757476591,17.7218988273628
2001-04-03 12:00:00,2001,4,3,NA,3.83462629969757,22.8509790663587
2001-04-04 12:00:00,2001,4,4,NA,1.30618202068577,20.3225347873469
2001-04-05 12:00:00,2001,4,5,NA,5.75030362062725,16.4554875171737
2001-04-06 12:00:00,2001,4,6,NA,-0.0924683130547646,9.84575999728448
2001-04-07 12:00:00,2001,4,7,NA,1.04505932185725,10.187451169737
2001-04-08 12:00:00,2001,4,8,NA,-2.06936632032773,9.06097429737422
2001-04-09 12:00:00,2001,4,9,NA,-4.62052709504514,10.361715224656
2001-04-10 12:00:00,2001,4,10,NA,-4.95483138469554,11.4009012611103
2001-04-11 12:00:00,2001,4,11,NA,2.0704709643238,9.13723513495804
2001-04-12 12:00:00,2001,4,12,NA,0.642630807896678,7.79555713705527
2001-04-13 12:00:00,2001,4,13,NA,-1.51444793017546,3.49797341178561
